embedding_text,category,label,predicted_label,predicted_category
ثري شفس بانيه عادي، 1 كيلو ثري,Poultry,27,22,"Nuts, Dates & Dried Fruits"
الضحى ذره فشار الضحى 500جم,"Rice, Pasta & Pulses",28,30,Soft Drinks & Juices
لمار عصير توت برى لمار 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
لمار عصير مانجو خوخ لمار,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بسكويت أوريو محشو بالشيكولاتة من 8 بسكويت 48جم عبوة,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
turkish coffee medium roast blend m Turkish 200g,"Tea, Coffee & Hot Drinks",34,11,Cooking Ingredients
طقم مج شاى زجاج استانلى 3 ق 210 م اشكال طقم,Furniture,16,34,"Tea, Coffee & Hot Drinks"
zee go vinegar mix chips 55 Zee 65g,Chips & Crackers,7,7,Chips & Crackers
شيبسى صلصه حاره حلوه 79 شيبسى 69جم,Chips & Crackers,7,8,"Chocolates, Sweets & Desserts"
pizza slice mat 175m x 145m Pizza,Bakery,1,11,Cooking Ingredients
بسكوت نشادر وزن بسكوت,Bakery,1,4,Biscuits & Cakes
molto magnum mcrossient Magnum,Bakery,1,10,"Condiments, Dressings & Marinades"
توليدو خل ابيض 1 850 350 توليدو 1لتر,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
نواعم بسكويت فاخر يادة 6 ق نواعم علبة,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
كتش اب طماطم هاينز رام كتش 240ج,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
يو ماري تونه يو 160ج,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
tc tuna flakes with oil chili Tc 185g,"Tins, Jars & Packets",35,11,Cooking Ingredients
عصير لمار بيور برتقال عصير 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
hayat natural water x Hayat 600ml Bottle,Water,38,38,Water
اولكر لبنه تركي اولكر,Dairy & Eggs,12,3,Beef & Processed Meat
bshayer juice cocktail Bshayer 1L,Soft Drinks & Juices,30,30,Soft Drinks & Juices
ahmad tea raspberry indulgence flavoured black tea bags 20 count Ahmad,"Tea, Coffee & Hot Drinks",34,28,"Rice, Pasta & Pulses"
كاتشب هاينز حار دويا باك كاتشب 285ج,"Sauces, Dressings & Condiments",29,34,"Tea, Coffee & Hot Drinks"
sugar free watermelon flavored chewing gum s Sugar,"Chocolates, Sweets & Desserts",8,15,Fruits
بطاطس بطعم الكريمه والبصل من جاكر بطاطس 160جم,Chips & Crackers,7,11,Cooking Ingredients
شنايدر مشروب شعير شنايدر 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
هاريبو حلوى جيلاتينية هاريبو 160جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
نسله جالون مياه نسله 6لتر,Water,38,38,Water
نور ملح نور 450جم,Cooking Ingredients,11,6,Candles & Air Fresheners
rich bake lebanese bread Rich 200g,Bakery,1,11,Cooking Ingredients
egyptian domty double cream Egyptian 500g,Dairy & Eggs,12,24,Perfumes & Deodorants
gold alex natmingarlic Unknown 200g,Vegetables & Fruits,36,13,Disposables & Napkins
2000 500 4 كيندر شوكولاتة ماكس 20.00,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
creama espresso coffee Creama 200G,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
فريسكا فينجر بكريمه فريسكا,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
عصير سن توب مانجو عصير,Soft Drinks & Juices,30,30,Soft Drinks & Juices
مياة طبيعية للشرب من مايا، مياة 600مل,Water,38,38,Water
elvan today goldies chocolate cake black and white Today,Biscuits & Cakes,4,1,Bakery
raid mats holder 3 free refills Raid,Cleaning Supplies,9,9,Cleaning Supplies
yamama apple vinegar Yamama 750ml,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
كير دجاج 1100 كير 1200ج,Poultry,27,3,Beef & Processed Meat
meri chai black tea 100 teabags Meri,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
بركه مياه طبيعيه بركه 1.5لتر,Water,38,38,Water
t 1995 هارفست صلصة ج800 T,"Tins, Jars & Packets",35,19,"Jams, Spreads & Syrups"
علبه بقلاوه فسدق صغير علبه,Bakery,1,30,Soft Drinks & Juices
ملوخية مجففة ملوخية,Vegetables & Fruits,36,20,Laundry & Detergents
سجق شرقي بقري كوكي سجق 900جم,Beef & Processed Meat,3,32,Sugar & Home Baking
أبو علي بقسماط مفروم أبو 500جم,Bakery,1,3,Beef & Processed Meat
ماي ميت لانشون بقري بالبسطرمه ماي,Beef & Processed Meat,3,21,Nan
تونة من بوستاني ،رام تونة 185ج,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
بيبسى كانز بيبسى 250مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بسطرمة فاكيوم من اللحيمي بسطرمة,Beef & Processed Meat,3,11,Cooking Ingredients
عصير كيوي وليمون بالنعناع من دومتي، عصير 235مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
سلطة تونة ريو ماري بالفاصوليا سلطة 160جم,"Tins, Jars & Packets",35,11,Cooking Ingredients
دومتي جبنة بيضاء ملح خفيف ٩٠ 6795 1 7695 دومتي,Dairy & Eggs,12,30,Soft Drinks & Juices
أيس كريم صانداي رادا بالفراولة أيس 200مل,"Chocolates, Sweets & Desserts",8,28,"Rice, Pasta & Pulses"
فيتنيس بسكويت شوف فيتنيس,Biscuits & Cakes,4,4,Biscuits & Cakes
10 5 مياة معدنية صغيرة 2 مياة,Water,38,11,Cooking Ingredients
فودى خل ابيض فودى,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
prima fresh cream Prima,Dairy & Eggs,12,6,Candles & Air Fresheners
بسكويت نستله فيتنس بالتفاح والقرفة، بسكويت 30جم عبوة,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
النيل الابيض خبز مطرحه65 النيل,Bakery,1,5,Breakfast Cereals & Bars
feta chick peas salad approx weight Feta 400g,Bakery,1,11,Cooking Ingredients
هاينز مايونيز وفر هاينز 310ج,"Sauces, Dressings & Condiments",29,6,Candles & Air Fresheners
شيش طاووق عربى شيش,Poultry,27,19,"Jams, Spreads & Syrups"
صن شاين فصوص صن 170جم,"Tins, Jars & Packets",35,34,"Tea, Coffee & Hot Drinks"
koki beef oriental sausages m Koki 900G,Beef & Processed Meat,3,11,Cooking Ingredients
دجاجة كاملة وطنية 900 دجاجة 950جم,Poultry,27,12,Dairy & Eggs
كرتون 12 كرتون 1.5لتر زجاجة,Furniture,16,30,Soft Drinks & Juices
ميرناد برتقال زجاج ميرناد 350مل,Fruits,15,6,Candles & Air Fresheners
هاريبو تركيا جيلى اسنان هاريبو,"Chocolates, Sweets & Desserts",8,3,Beef & Processed Meat
domty natural feta cheese Domty 500G,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
كوكاكولا كانز كوكاكولا,Soft Drinks & Juices,30,7,Chips & Crackers
meatland beef kofta m Beef 350g,Beef & Processed Meat,3,3,Beef & Processed Meat
rugular cocacola Unknown,Soft Drinks & Juices,30,24,Perfumes & Deodorants
كريم كوكتيل فواكه كريم 820جم,"Tins, Jars & Packets",35,30,Soft Drinks & Juices
خل ابيض هيلثى خل,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
americana diet light meat tuna tin ram Americana 170G,"Tins, Jars & Packets",35,2,Beef & Lamb Meat
regina pasta fusilli Regina 400g,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
cheeto crunchy chilli snacks ram Cheeto 71g,Chips & Crackers,7,11,Cooking Ingredients
روز جاردن زيت زيتنو طبيعى روز,Cooking Ingredients,11,6,Candles & Air Fresheners
al watania hot breaded chicken fillet snitchel Watania 1kg,Poultry,27,11,Cooking Ingredients
rich bake lebanese bread Rich 200g,Bakery,1,11,Cooking Ingredients
شاي أخضر من أحمد تي 100 فتله فويل شاي,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
كلوريل مجموعة كلوريل,Cleaning Supplies,9,5,Breakfast Cereals & Bars
برسيل باور جيل برسيل,Cleaning Supplies,9,3,Beef & Processed Meat
1590 برقوق مستورد 15.90,Vegetables & Fruits,36,5,Breakfast Cereals & Bars
fabric stain remover spray Fabric 750ml,Cleaning Supplies,9,9,Cleaning Supplies
6700 6700 1 water natural nestle 67.00,Water,38,38,Water
دوريتوس سناكس بال 775 1 775 دوريتوس,Chips & Crackers,7,28,"Rice, Pasta & Pulses"
american garden hot sauce American,"Sauces, Dressings & Condiments",29,37,Vegetables & Herbs
heinz tomato ketchup 43 hot ketchup Heinz 340g,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
بريد واي توست رده بريد 500جم,Bakery,1,35,"Tins, Jars & Packets"
هاينز خل كبير هاينز,"Sauces, Dressings & Condiments",29,34,"Tea, Coffee & Hot Drinks"
شيبسى رقائق بطاطس بجبنه متبله شيبسى,Chips & Crackers,7,11,Cooking Ingredients
تست فصوص رومى متبلة بالزعتر والروزمارى وزن تست,Poultry,27,28,"Rice, Pasta & Pulses"
اللحيمى لانشون دجاج ساده وزن اللحيمى,Beef & Processed Meat,3,2,Beef & Lamb Meat
هولز حلوي بالكريز 9 قطع هولز,"Chocolates, Sweets & Desserts",8,7,Chips & Crackers
جرين لاند جبنه فيتا لايت 500 جرين,Dairy & Eggs,12,3,Beef & Processed Meat
ايجي سويس رومي مدخن ايجي 300جم,Poultry,27,28,"Rice, Pasta & Pulses"
نستله بيور لايف نستله,Water,38,23,Party Supplies And Gifts
امريكانا كفتة حاتى فاخر امريكانا 400جم,Beef & Processed Meat,3,16,Furniture
farm fresh mixed pickles ram Farm 600G,"Tins, Jars & Packets",35,3,Beef & Processed Meat
علبه قلم ملون رصاص باستيكه علبه,Stationary,31,35,"Tins, Jars & Packets"
بيبسي بيبسي 970مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
امريكان ايجلز مشروب بذور الريحان تفاح امريكان 290مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
hayat mineral water iter Hayat 1.5L,Water,38,38,Water
مشروب غازي موسكو ميول بالليمون والنعناع والزنجبيل بدون سكر وبسعرات حرارية منخفضة من فيدا بوب مشروب 275مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
كاري كوت أحمر كاري,Vegetables & Fruits,36,26,Pets Care
strawberry swiss roll Strawberry,"Chocolates, Sweets & Desserts",8,19,"Jams, Spreads & Syrups"
لواكر نابوليتانر ويفر مقرمش محشو بكريمة البندق لواكر 175جم,Biscuits & Cakes,4,7,Chips & Crackers
مكرونة ودعه مكرونة 400جم,"Rice, Pasta & Pulses",28,3,Beef & Processed Meat
علبه دورين 30 30 علبه,Furniture,16,22,"Nuts, Dates & Dried Fruits"
لبان 10 قطعه تشيكلس لبان,"Chocolates, Sweets & Desserts",8,23,Party Supplies And Gifts
كريستال زيت عباد ٤١٠٠ ١ ٤١٠٠ كريستال,Cooking Ingredients,11,6,Candles & Air Fresheners
رانى حبيبات اناناس رانى 240مل,Soft Drinks & Juices,30,28,"Rice, Pasta & Pulses"
elhaloub elmethalia ghee Ghee400G 400G,Cooking Ingredients,11,3,Beef & Processed Meat
المراعى زبادى يونانى 700 4 2800 المراعى ١٠٥ج,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
alo vera original juice Vera 500ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
رويال ليمون بالزنجبيل 12 فلتر رويال,"Tea, Coffee & Hot Drinks",34,22,"Nuts, Dates & Dried Fruits"
كيلو صافى فراخ بلدى كيلو كيلو,Poultry,27,32,Sugar & Home Baking
watania frozen chicken 1000 Watania 1100g,Poultry,27,27,Poultry
مشروب فراوله مشروب 180مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
ميرندا كانز ميرندا 300مل,Soft Drinks & Juices,30,6,Candles & Air Fresheners
ديتول منظف متعدد الإستخدامات اكوا، عبوتان ديتول 1.3لتر,Cleaning Supplies,9,9,Cleaning Supplies
5095 3699 1 u natural lurpak 50.95,Cooking Ingredients,11,24,Perfumes & Deodorants
بوكس الجمبري بطاطس وسط ارز بدون دجاج ساده كول سلو صغير بيبسي كانز بوكس,Baby Care,0,7,Chips & Crackers
ثوم وسط ثوم,Vegetables & Fruits,36,2,Beef & Lamb Meat
فلفيتا منعم 1ل فلفيتا,Cleaning Supplies,9,34,"Tea, Coffee & Hot Drinks"
giardino vinegar iter Giardino 1L,"Sauces, Dressings & Condiments",29,37,Vegetables & Herbs
bordon meatballs in sauce ram Bordon 200g,"Tins, Jars & Packets",35,11,Cooking Ingredients
كوكى بيف هوت دوج كوكى,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
بسكويت شمعدان بسكويت,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
عيش اكسبريس عيش,Bakery,1,20,Laundry & Detergents
باميه بسمه ممتازه باميه 400جم,Vegetables & Fruits,36,3,Beef & Processed Meat
كوكي الشوكولاته كوكي,Poultry,27,8,"Chocolates, Sweets & Desserts"
rizi sweet chili sauce Rizi 700ml,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
wadi food whole chicken 1300 Wadi 1400G,Poultry,27,3,Beef & Processed Meat
منظف ومطهر متعدد الاستخدامات ،عرض من ٣ عبوات منظف ٢.٢٥لتر,Cleaning Supplies,9,9,Cleaning Supplies
americana foul lemon and cumin ram Americana 400G,"Tins, Jars & Packets",35,2,Beef & Lamb Meat
كاتشب حار كاتشب 340جم,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
flax seeds m Seeds 450G,Cooking Ingredients,11,19,"Jams, Spreads & Syrups"
سفن اب عادى كانز 2 950 سفن ٣٣٠مل,Soft Drinks & Juices,30,6,Candles & Air Fresheners
شكولاته طبخ ساده شكولاته,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
كانز بيبسى كانز,Soft Drinks & Juices,30,30,Soft Drinks & Juices
breadway plain toast m Breadway 500g,Bakery,1,11,Cooking Ingredients
ابو مسلم بط مجمد ابو,Poultry,27,3,Beef & Processed Meat
helal bread basket palm small Bread,Bakery,1,5,Breakfast Cereals & Bars
بصل فاخر اوزان بصل,Vegetables & Fruits,36,3,Beef & Processed Meat
شيبسي برينجلز شيدر 40غ شيبسي,Chips & Crackers,7,6,Candles & Air Fresheners
مياه فوارة نستله بيور فيز بالتوت من 12 مياه 0.36لتر عبوة,Water,38,38,Water
مياة طبيعية دساني من 20 مياة 600مل عبوة,Water,38,11,Cooking Ingredients
جولدن روز مشروم شرائح جولدن,"Tins, Jars & Packets",35,5,Breakfast Cereals & Bars
ludwik dishwasher lemon concen Dishwasher,Cleaning Supplies,9,20,Laundry & Detergents
العراب خل طبيعي العراب 1لتر,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
ثوم مجفف ابو علي ثوم 125جم,Cooking Ingredients,11,22,"Nuts, Dates & Dried Fruits"
ميرندا برتقال ميرندا,Soft Drinks & Juices,30,36,Vegetables & Fruits
ايطاليانو مكرونة خواتم ايطاليانو 400جم,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
بسكويت ويفر ايليت بار شيكولات 0 بسكويت,Biscuits & Cakes,4,4,Biscuits & Cakes
shahd whole chicken 900m Shahd 950g,Poultry,27,27,Poultry
خلطه حواوشى كنور عرض خلطه,Cooking Ingredients,11,6,Candles & Air Fresheners
زيتون شرائح وزن زيتون,"Tins, Jars & Packets",35,35,"Tins, Jars & Packets"
باذنجان كبير باذنجان ١كجم,Vegetables & Fruits,36,37,Vegetables & Herbs
جالكسى شيكولاته بالحليب جالكسى 22جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
domty burger Domty,Beef & Processed Meat,3,3,Beef & Processed Meat
mcvities digestive milk chocolate biscuits ram Mcvities 200G,Biscuits & Cakes,4,4,Biscuits & Cakes
schweppes club soda nrb Schweppes 250ML,Soft Drinks & Juices,30,30,Soft Drinks & Juices
abu elwalad cheese 5 offer Abu Box,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
شطه حراقه شطه,Cooking Ingredients,11,8,"Chocolates, Sweets & Desserts"
برغل زمزم برغل 500جم,"Rice, Pasta & Pulses",28,19,"Jams, Spreads & Syrups"
لبان توتي فروتي من ميجا بيج بابل، رام لبان 27ج,"Chocolates, Sweets & Desserts",8,34,"Tea, Coffee & Hot Drinks"
almarai milk iter half fat Fat 1l,Dairy & Eggs,12,39,Wear
ميرندا بلس يوسفى ميرندا 300مل,Soft Drinks & Juices,30,19,"Jams, Spreads & Syrups"
turkish classic coffee light mohawaj Turkish,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
imtenan cumin powder ram Imtenan 80g,Cooking Ingredients,11,28,"Rice, Pasta & Pulses"
1 برسيل يدوى 10 2500 2500 برسيل,Cleaning Supplies,9,22,"Nuts, Dates & Dried Fruits"
الهلال يـد زان لوكس بيضاء 120سم الهلال,Cleaning Supplies,9,19,"Jams, Spreads & Syrups"
بسكويت اوريو بسكويت,Biscuits & Cakes,4,4,Biscuits & Cakes
اكسبشن وش فخده كندوز وزن اكسبشن,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
ويفر سولا بالشوكلاتة البيضاء ويفر 25جم,Biscuits & Cakes,4,23,Party Supplies And Gifts
بيبسى بلاستيك بيبسى 1لتر زجاجة,Soft Drinks & Juices,30,30,Soft Drinks & Juices
atyab crispy chicken pane Atyab 1Kg,Poultry,27,27,Poultry
66670 chocolate dark keto x 1 66.670,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
سيبينس وش فخده بلدى سيبينس,Beef & Processed Meat,3,19,"Jams, Spreads & Syrups"
دبس الرمان دبس 325مل,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
