embedding_text,category
بسلة شهرزاد بسلة 400جم,Vegetables & Fruits
عصير رانى حوح عصير 1لتر,Soft Drinks & Juices
اطياب لانشون لحم اطياب,Beef & Processed Meat
capsules pride of egitto compatible with nespresso machines Pride,"Tea, Coffee & Hot Drinks"
اوجو مياه معدنيه فرنسيه اوجو 1.5لتر,Water
اوراك رومي اوراك 3.5كجم,Poultry
صوص الثوميه وسط صوص,"Sauces, Dressings & Condiments"
بيبسى كانز بيبسى 355مل,Soft Drinks & Juices
عيش بلدي 4 ق عيش,Bakery
بيك رولز مقرمشات بجبن الناتشو من 30 بيك 36جم عبوة,Chips & Crackers
trust dark soy sauce ram Trust 300g,"Sauces, Dressings & Condiments"
برطمان زجاج كلبس 18 ل برطمان,Furniture
بهارات أرز الكبسة الخطيب بهارات,Cooking Ingredients
600 عيش توست توست 3 6.00,Bakery
farm frites allumettes Farm 1kg,Vegetables & Fruits
هولز ملبس مينوليبلوس 20 ق 12 علب هولز,Sweets & Desserts
نستله نستله 1.5لتر,Water
white quinoa seeds m White 400g,"Rice, Pasta & Pulses"
ريجليز علك اكسترا نعناع خالي من السكر 30 ق 10 قطع ريجليز 14جم,"Chocolates, Sweets & Desserts"
فريش مانجو نعومى وزن فريش,Vegetables & Fruits
فريسكا بلوك فريسكا,Biscuits & Cakes
تيسير عصير بنكهه الكمشمش الاسود والعنب تيسير 600مل,Soft Drinks & Juices
بيور لايف مياه طبيعية 600م بيور,Water
لانشون الحسن والحسين ساده لانشون,Beef & Processed Meat
رانسي شعرية رانسي 1كجم,"Rice, Pasta & Pulses"
جهينة كلاسيك عصير كوكتيل جهينة 1لتر,Soft Drinks & Juices
الفيروز خمسون قهوة 10 قطع الفيروز,"Tea, Coffee & Hot Drinks"
برنيكه مودرن سبت خضار بلاستيك 3 1 برنيكه,Furniture
dettol mac multi aqua tr Mac 1.3L,Cleaning Supplies
شويبس رمان بلاستيك شويبس 1لتر,Soft Drinks & Juices
حبل بلاستيك للغسيل طول 7 متر حبل,Furniture
شيبسى شطه حاره وليمون 50 شيبسى 54جم,Chips & Crackers
أطياب بيف هوت دوج أطياب 500جم,Beef & Processed Meat
al khair iodized salt m Khair 300G,Cooking Ingredients
faragello minced meat Minced 750G,Beef & Processed Meat
جهينة عصير أنواع عدا المانجو جهينة 1لتر,Soft Drinks & Juices
president squares creamy cheese President,Dairy & Eggs
شيكولاته ساده 144قطعه1 شيكولاته,"Chocolates, Sweets & Desserts"
اللحيمي لانشون اللحيمي,Beef & Processed Meat
pepsi liter sh Pepsi,Soft Drinks & Juices
جاردينو مايونيز سكويز، رام جاردينو 280ج,"Sauces, Dressings & Condiments"
فيجيتار كنور فيجيتار,Cooking Ingredients
تفاح اخضر تقريبا تفاح ١كجم,Vegetables & Fruits
لسان عصفور مصريه لسان 350جم,"Rice, Pasta & Pulses"
علبه نسكافيه 3 1 شيكولاته علبه,"Tea, Coffee & Hot Drinks"
tabarak stuffing eggplant m Tabarak 250g,Vegetables & Fruits
افانتى جبنه شيدر طعوم وزن افانتى,Dairy & Eggs
halwani beef cocktail sausage Beef 350g,Beef & Processed Meat
قتيليو جبن فيتا قتيليو,Dairy & Eggs
حلوانى برجر بقرى جامبو، 2 كيلو حلوانى,Beef & Processed Meat
جبنة فيتا بالقشطة جرين لاند جبنة 250جم,Dairy & Eggs
كانز ميرندا تفاح كانز,Soft Drinks & Juices
tashkila pickled lemon ram - 700G,"Tins, Jars & Packets"
الشمعدان علبه الشمعدان,Biscuits & Cakes
تشيكلتس فواكة ك جديد تشيكلتس 15جم,"Chocolates, Sweets & Desserts"
حوار مكرونه لسان عصفور حوار 400جم,"Rice, Pasta & Pulses"
إليادا زيت زيتون بكر ممتاز ذهبي إليادا 1لتر,Cooking Ingredients
بيتى عصير اناناس بد بيتى,Soft Drinks & Juices
قهوة الفيروز أصل واحد 100٪ أرابيكا 10 قطع قهوة,"Tea, Coffee & Hot Drinks"
greens bicarbonate soda Greens 100g,Cooking Ingredients
الميار اكواب بلاستيك شفاف الميار,Disposables & Napkins
mineral water sr Water,Water
فيروز شراب شعير تفاح لي فيروز 330مل,Soft Drinks & Juices
15664 16699 f093802 20 mince beef 156.64,Beef & Processed Meat
corona bis bimbo xl Corona 49g,Biscuits & Cakes
تونه قطعتين تونه 140ج,"Tins, Jars & Packets"
بسطرمة اخوان بسطرمة,Beef & Processed Meat
white beans White 500g,"Rice, Pasta & Pulses"
خبز كايزر سمسم خبز,Bakery
بريميم مانجو بريميم 235مل,Soft Drinks & Juices
علبه 18 صغير علبه,Furniture
pepsicola limited edition 2liter Edition,Soft Drinks & Juices
maxell oven cleanermulti11 Oven 500ml,Cleaning Supplies
شهد بانيه دجاج حار، 1 كيلو شهد,Poultry
جود داى بسكويت با جود,Biscuits & Cakes
al karama low fat sambousak ram Karama 500G,Bakery
زيتون كلاماتا وادي فوود زيتون,"Tins, Jars & Packets"
f زجاجه F,Furniture
زيت خليط توب فاليو زيت 700مل,Cooking Ingredients
harvest foul with mexican recipe m Harvest 400g,"Tins, Jars & Packets"
atyab chicken nuggets Atyab 400g,Poultry
بريك شاي كرك بريك 25جم,"Tea, Coffee & Hot Drinks"
بيبسى كانز بيبسى,Soft Drinks & Juices
حلوانى لانشون فراخ وزن حلوانى,Beef & Processed Meat
شويبس رمان زجاج شويبس,Soft Drinks & Juices
haneya rice pasta ram Haneya 400G,"Rice, Pasta & Pulses"
علبه قلم جيل علبه,"Personal Care, Skin & Body Care"
جبن موزريلا مبشورة دومتي جبن,Dairy & Eggs
lays gourmet mexican fiery chipotle m Gourmet 60G,Chips & Crackers
elleheimy beef luncheon plainm -Beef 250G,Beef & Processed Meat
حلوانى أجنحة دجاج حلوانى 700جم,Poultry
علبه طحينه علبه,"Sauces, Dressings & Condiments"
كويك بصل كويك 400جم,Vegetables & Fruits
لايز جورميه فلفل حار مكسيكى 60 لايز,Chips & Crackers
شاي بالقرنفل شاي كيس,"Tea, Coffee & Hot Drinks"
بنسون دروبس بطعم االفواكة المشكلة بنسون 275جم,"Chocolates, Sweets & Desserts"
دانون دانيت شوكلاته 16 دانون 70جم,Dairy & Eggs
sprite Sprite 330ml Can,Soft Drinks & Juices
بريل منظف اطباق 5 1 بريل 1لتر,Cleaning Supplies
منتوس لبان بطيخ منتوس 8.5جم,"Chocolates, Sweets & Desserts"
رينبو ابو قوس حليب مبخر رينبو,Dairy & Eggs
صافةى زيت زيتون بكر ممتاز صافةى,Cooking Ingredients
cooker mushrooms slices Cooker 400g,"Tins, Jars & Packets"
بليدج ملمع موبيليا برتقال 300م بليدج,Cleaning Supplies
دومتى جبنه دومتى 330ج,Dairy & Eggs
قليه زيت قليه 2.25لتر,Cooking Ingredients
مخلل مشكل سويت لايف مخلل 340جم,"Tins, Jars & Packets"
أم سي صوص مستردة أم 265جم,"Sauces, Dressings & Condiments"
لاتيه بونجورنو بالقرفة و الكاكاو لاتيه 18جم,"Tea, Coffee & Hot Drinks"
فريش ف لانشون بيف فريش,Beef & Processed Meat
مياة معدنية طبيعية من مايا 6 زجاجات مياة 2لتر,Water
ساره زبده جاموسي ساره,Cooking Ingredients
علبه بطاطس كبيره علبه,Vegetables & Herbs
سن بقري قطعة بالكيلو سن,Beef & Processed Meat
جبنه ثلاجه بلدى بالوزن جبنه,Dairy & Eggs
هارفست فول مصفي هارفست ٤٠٠جم,"Tins, Jars & Packets"
خبز توست ابيض خبز,Bakery
7up dight 7Up,Soft Drinks & Juices
جبنة طعمة مثلثات جبنة,Dairy & Eggs
فيبا مسحوق ملح فيبا,Cleaning Supplies
milky piggy carbonated bubble clay mask Piggy 100g,"Chocolates, Sweets & Desserts"
فيجيتا خلطة توابل دجاج فيجيتا 20جم,Cooking Ingredients
بريزيدون جبنه فيتا تابس بريزيدون 700جم,Dairy & Eggs
three chefs potato boom thick frit Three 1kg,Vegetables & Fruits
fresh farm minced beef meat m Fresh 600G,Beef & Processed Meat
وجينا مكرونه 400 وجينا,"Rice, Pasta & Pulses"
لمار حليب خالى الدسم 1 825 3 000 5475 لمار 1لتر,Dairy & Eggs
bab el sham meat spices Bab 40g,Cooking Ingredients
بيبسى كانز بيبسى,Soft Drinks & Juices
كول جير زجاجه 28 اونز كول,Furniture
جبنه شيدر ابيض طبيعى وزن جبنه,Dairy & Eggs
نور ملح سفره نور 700جم,Cooking Ingredients
عيش بتاوي عيش,Bakery
قتيليو جبنه رومى قتيليو,Dairy & Eggs
سحلب 12ك سحلب,"Tea, Coffee & Hot Drinks"
شويبس مود 250 من زجاج غير مرتجع شويبس,Soft Drinks & Juices
رقائق بريك بالخضروات رقائق,Chips & Crackers
بيبسى كانز بيبسى,Soft Drinks & Juices
هاينز كاتشب هاينز 850جم,"Sauces, Dressings & Condiments"
مفروم لحم بقري مفروم,Beef & Processed Meat
510 750 068 باذنجان رومى 5.10,Vegetables & Fruits
abo el walad triangle cheese Abo,Dairy & Eggs
200000 water small 1 20.0000,Water
nestle pure life lemon sparkling water Pure 360ml,Water
جبنة مثلثات بريزيدن 60 جبنة,Dairy & Eggs
orient grape leaves Orient 450g,Vegetables & Fruits
عدس بجبة عدس 500جم,"Rice, Pasta & Pulses"
كرانشى شيشي الكباب كرانشى,Chips & Crackers
بيبسي ستار كانز 3 بيبسي,Soft Drinks & Juices
العروسة شاى ناعم العروسة 40جم,"Tea, Coffee & Hot Drinks"
el rashidi tomato sauce m Rashidi 35g,"Sauces, Dressings & Condiments"
koki chicken strips hot Koki 1kg,Poultry
قليه زيت 2100ت قليه,Cooking Ingredients
داجيستف بورشن 2 قطعه علبه شوفان داجيستف,Biscuits & Cakes
مفازا فيليه دجاج مفازا 1000جم,Poultry
سردين حار صن شاين سردين 120جم,"Tins, Jars & Packets"
فريسكا ويفر محشو شوكولاته فريسكا,Biscuits & Cakes
روتس زيت ذرة روتس 900مل,Cooking Ingredients
juhayna pure guava juice Juhayna 235ml,Soft Drinks & Juices
california garden white tuna in water and salt ram Garden 185G,"Tins, Jars & Packets"
برطمان بصل شرائح مجففة يارو برطمان,"Tins, Jars & Packets"
nescafe latte 12 x Nescafe 18g,"Tea, Coffee & Hot Drinks"
عرض فيبا 4ك فيبا 3ك عرض,Cleaning Supplies
cafe najjar light plain m cans Cafe 250g,"Tea, Coffee & Hot Drinks"
دبوس دجاج بالوزن 5610 0721 4050 دبوس,Poultry
كريستال عباد 08ل كريستال,Cooking Ingredients
سجق جلواني سجق,Beef & Processed Meat
lamdy mozzarella cheese Cheese 1kg,Dairy & Eggs
pretzo mixy cheese snack Pretzo,Chips & Crackers
كرانشى شيتوس عائلى جبنه 71رام كرانشى 81ج,Chips & Crackers
بستو فود زيت زيتون بذر الكتان الحار بستو 250مل,Cooking Ingredients
ابوعوف كمون ناعم ابوعوف 1كجم,Cooking Ingredients
علبه سلطه جبنه علبه,Dairy & Eggs
شيكولاتة غامقة ايكسلنس لينت100 شيكولاتة,"Chocolates, Sweets & Desserts"
healthy foul medammes with cumin Medammes 400g,"Tins, Jars & Packets"
ليبنز بلذن بتر ليبنز 200جم,Biscuits & Cakes
كزبرة ناعمة الخطيب كزبرة,Cooking Ingredients
aldoha rice 5k Rice,"Rice, Pasta & Pulses"
تست بيور سوسيس ايطالى تست 400جم,Beef & Processed Meat
صوص بيج تيستى صوص,"Sauces, Dressings & Condiments"
كلورتس لبان قرفة بالنعناع، رام كلورتس 14.5ج,"Chocolates, Sweets & Desserts"
خس كابوتشى فريش خس,Vegetables & Fruits
مياه دساني المعدنية مياه,Water
royal pasta elbow Pasta 400g,"Rice, Pasta & Pulses"
لمبه ليد انبوبيه 60 سم 9 وات ابيض اطراف بلاستيك 6500 k لمبه 30 الف ساعه 9 00ليومن لمبه,Home Appliances
دره عرض 31 مايونيز مستردهدره كاتشب دره,"Sauces, Dressings & Condiments"
بسكوت اصفر فاخر 4ث بسكوت,Biscuits & Cakes
حلوانى كوردن بلو حلوانى 400جم,Poultry
هوهوز حجم اكبر علبه هوهوز 2ج,Biscuits & Cakes
ميلكى بار كوكيز وكريمه ميلكى,Biscuits & Cakes
زبادى جهينه زبادى,Dairy & Eggs
americana tuna solid ram Americana 170G,"Tins, Jars & Packets"
برجر بلدى بالوزن برجر,Beef & Processed Meat
كاليفورنيا فاصوليا حمراء كاليفورنيا 400جم,"Tins, Jars & Packets"
وادى فوود دجاج وادى,Poultry
كادبورى اوريو كادبورى 38جم,"Chocolates, Sweets & Desserts"
galaxy hazelnut chocolate bar ram Bar 90g,"Chocolates, Sweets & Desserts"
علبه كبيره علبه 10ج,Furniture
نستلة مياة نستلة 1.5لتر,Water
مشروب كوكتيل فروتس مشروب 250مل,Soft Drinks & Juices
lulu brown fresh eggs large Brown,Dairy & Eggs
elleheimy roast rumi kg Roast,Beef & Processed Meat
مشروب جوز هند طبيعى مشروب,Soft Drinks & Juices
uعلب تشكيل صلصال بينجو Uعلب,Party Supplies And Gifts
ابوعوف قهوه ساده ابوعوف 200جم,"Tea, Coffee & Hot Drinks"
عنب احمر كريمسون مستورد عنب,Vegetables & Fruits
مكفتيز بسكوت مكفتيز,Biscuits & Cakes
ترايدنت لبان بالفراوله سكر ترايدنت,"Chocolates, Sweets & Desserts"
كنور مرقه 12 ق كنور,Cooking Ingredients
فيشر مان سردين حار حلو رام فيشر 125ج,"Tins, Jars & Packets"
بريك تى كراك 8ظرف بريك 25جم,"Tea, Coffee & Hot Drinks"
حلوانى شيش طاووق حلوانى 400جم,Poultry
دانون مشروب ماكس خوخ دانون 220ج,Soft Drinks & Juices
بونجورنو كوفى مبكس بونجورنو 12جم,"Tea, Coffee & Hot Drinks"
tiffany malmonday m Tiffany 35G,Biscuits & Cakes
jacker potato crisp sour cream and onion flavour ram Jacker 160g,Chips & Crackers
هين صلصه طماطم هين,"Tins, Jars & Packets"
سنبلة عجينة لفائف سبرينج رام سنبلة ٣٤٥ج,Bakery
rich bake lebanese bread by Rich 300g Pack,Bakery
بسكويت ويفر بالوكو بكريمة الكاكاو بسكويت 45جم,Biscuits & Cakes
daria coconut milk Daria 400ml,Dairy & Eggs
rich frankfurter m Rich 300g,Beef & Processed Meat
almarai beef frankfurter 25 count Beef,Beef & Processed Meat
breasy bread crumbs Breasy 500g,Bakery
علبه فول محوج مطحون وسط علبه,"Tea, Coffee & Hot Drinks"
nescafe 3in1 vanilla gift24 Nescafe 18G,"Tea, Coffee & Hot Drinks"
بسمة قرنبيط بسمة 400جم,Vegetables & Fruits
mazola mayonnaise lite 340m Mayonnaise,"Sauces, Dressings & Condiments"
سمبوسك اوليو باللحم سمبوسك 240جم,Bakery
وجبة دجاج كرانشي مقلي كوكي، بطاطس وجبة,Poultry
توم مايونيز هاينز باكو توم,"Sauces, Dressings & Condiments"
ريتش بيك بيتى بان ريتش 240جم,Bakery
فينو لونج 5 فينو,Bakery
طبق خيار توب كيلو1 طبق,Vegetables & Fruits
نستله مياه طبيعيه نستله 600مل,Water
تونة قطع أمريكانا سهلة الفتح تونة 170جم,"Tins, Jars & Packets"
لانشون حلواني ساده لانشون,Beef & Processed Meat
تست بيور سوسيس هوت دوج تست 400جم,Beef & Processed Meat
